timestamp_s,latitude,longitude,altitude_m,rel_alt_m,roll,pitch,yaw,speed_mps
11.867,42.668832,21.196915,678.91,53.91,0.0,-60.0,45.0,4.5
11.900,42.668833,21.196917,678.90,53.90,0.0,-60.0,45.0,4.5
11.933,42.668834,21.196918,678.89,53.89,0.0,-60.0,45.0,4.5
11.967,42.668835,21.196919,678.88,53.88,0.0,-60.0,45.0,4.5
12.000,42.668836,21.196920,678.86,53.86,0.0,-60.0,45.0,4.5
12.033,42.668837,21.196921,678.85,53.85,0.0,-60.0,45.0,4.5
12.067,42.668838,21.196922,678.84,53.84,0.0,-60.0,45.0,4.5
12.100,42.668839,21.196924,678.83,53.83,0.0,-60.0,45.0,4.5
12.133,42.668840,21.196925,678.82,53.82,0.0,-60.0,45.0,4.5
12.167,42.668841,21.196926,678.81,53.81,0.0,-60.0,45.0,4.5
12.200,42.668842,21.196927,678.80,53.80,0.0,-60.0,45.0,4.5
12.233,42.668843,21.196928,678.79,53.79,0.0,-60.0,45.0,4.5
12.267,42.668843,21.196929,678.78,53.78,0.0,-60.0,45.0,4.5
12.300,42.668844,21.196931,678.77,53.77,0.0,-60.0,45.0,4.5
12.333,42.668845,21.196932,678.76,53.76,0.0,-60.0,45.0,4.5
12.367,42.668846,21.196933,678.75,53.75,0.0,-60.0,45.0,4.5
12.400,42.668847,21.196934,678.74,53.74,0.0,-60.0,45.0,4.5
12.433,42.668848,21.196935,678.74,53.74,0.0,-60.0,45.0,4.5
12.467,42.668849,21.196936,678.73,53.73,0.0,-60.0,45.0,4.5
12.500,42.668850,21.196938,678.72,53.72,0.0,-60.0,45.0,4.5
12.533,42.668851,21.196939,678.71,53.71,0.0,-60.0,45.0,4.5
12.567,42.668852,21.196940,678.70,53.70,0.0,-60.0,45.0,4.5
12.600,42.668853,21.196941,678.69,53.69,0.0,-60.0,45.0,4.5
12.633,42.668854,21.196942,678.68,53.68,0.0,-60.0,45.0,4.5
12.667,42.668855,21.196943,678.68,53.68,0.0,-60.0,45.0,4.5
12.700,42.668856,21.196945,678.67,53.67,0.0,-60.0,45.0,4.5
12.733,42.668857,21.196946,678.66,53.66,0.0,-60.0,45.0,4.5
12.767,42.668857,21.196947,678.65,53.65,0.0,-60.0,45.0,4.5
12.800,42.668858,21.196948,678.65,53.65,0.0,-60.0,45.0,4.5
12.833,42.668859,21.196949,678.64,53.64,0.0,-60.0,45.0,4.5
12.867,42.668860,21.196950,678.63,53.63,0.0,-60.0,45.0,4.5
12.900,42.668861,21.196952,678.63,53.63,0.0,-60.0,45.0,4.5
12.933,42.668862,21.196953,678.62,53.62,0.0,-60.0,45.0,4.5
12.967,42.668863,21.196954,678.61,53.61,0.0,-60.0,45.0,4.5
13.000,42.668864,21.196955,678.61,53.61,0.0,-60.0,45.0,4.5
13.033,42.668865,21.196956,678.60,53.60,0.0,-60.0,45.0,4.5
13.067,42.668866,21.196957,678.59,53.59,0.0,-60.0,45.0,4.5
13.100,42.668867,21.196959,678.59,53.59,0.0,-60.0,45.0,4.5
13.133,42.668868,21.196960,678.58,53.58,0.0,-60.0,45.0,4.5
13.167,42.668869,21.196961,678.58,53.58,0.0,-60.0,45.0,4.5
13.200,42.668870,21.196962,678.57,53.57,0.0,-60.0,45.0,4.5
13.233,42.668871,21.196963,678.57,53.57,0.0,-60.0,45.0,4.5
13.267,42.668871,21.196964,678.56,53.56,0.0,-60.0,45.0,4.5
13.300,42.668872,21.196966,678.56,53.56,0.0,-60.0,45.0,4.5
13.333,42.668873,21.196967,678.55,53.55,0.0,-60.0,45.0,4.5
13.367,42.668874,21.196968,678.55,53.55,0.0,-60.0,45.0,4.5
13.400,42.668875,21.196969,678.55,53.55,0.0,-60.0,45.0,4.5
13.433,42.668876,21.196970,678.54,53.54,0.0,-60.0,45.0,4.5
13.467,42.668877,21.196971,678.54,53.54,0.0,-60.0,45.0,4.5
13.500,42.668878,21.196973,678.53,53.53,0.0,-60.0,45.0,4.5
13.533,42.668879,21.196974,678.53,53.53,0.0,-60.0,45.0,4.5
13.567,42.668880,21.196975,678.53,53.53,0.0,-60.0,45.0,4.5
13.600,42.668881,21.196976,678.52,53.52,0.0,-60.0,45.0,4.5
13.633,42.668882,21.196977,678.52,53.52,0.0,-60.0,45.0,4.5
13.667,42.668883,21.196978,678.52,53.52,0.0,-60.0,45.0,4.5
13.700,42.668884,21.196980,678.52,53.52,0.0,-60.0,45.0,4.5
13.733,42.668885,21.196981,678.51,53.51,0.0,-60.0,45.0,4.5
13.767,42.668885,21.196982,678.51,53.51,0.0,-60.0,45.0,4.5
13.800,42.668886,21.196983,678.51,53.51,0.0,-60.0,45.0,4.5
13.833,42.668887,21.196984,678.51,53.51,0.0,-60.0,45.0,4.5
13.867,42.668888,21.196985,678.51,53.51,0.0,-60.0,45.0,4.5
13.900,42.668889,21.196987,678.50,53.50,0.0,-60.0,45.0,4.5
13.933,42.668890,21.196988,678.50,53.50,0.0,-60.0,45.0,4.5
13.967,42.668891,21.196989,678.50,53.50,0.0,-60.0,45.0,4.5
14.000,42.668892,21.196990,678.50,53.50,0.0,-60.0,45.0,4.5
14.033,42.668893,21.196991,678.50,53.50,0.0,-60.0,45.0,4.5
14.067,42.668894,21.196992,678.50,53.50,0.0,-60.0,45.0,4.5
14.100,42.668895,21.196994,678.50,53.50,0.0,-60.0,45.0,4.5
14.133,42.668896,21.196995,678.50,53.50,0.0,-60.0,45.0,4.5
14.167,42.668897,21.196996,678.50,53.50,0.0,-60.0,45.0,4.5
14.200,42.668898,21.196997,678.50,53.50,0.0,-60.0,45.0,4.5
14.233,42.668899,21.196998,678.50,53.50,0.0,-60.0,45.0,4.5
14.267,42.668899,21.196999,678.50,53.50,0.0,-60.0,45.0,4.5
14.300,42.668900,21.197001,678.50,53.50,0.0,-60.0,45.0,4.5
14.333,42.668901,21.197002,678.50,53.50,0.0,-60.0,45.0,4.5
14.367,42.668902,21.197003,678.50,53.50,0.0,-60.0,45.0,4.5
14.400,42.668903,21.197004,678.51,53.51,0.0,-60.0,45.0,4.5
14.433,42.668904,21.197005,678.51,53.51,0.0,-60.0,45.0,4.5
14.467,42.668905,21.197006,678.51,53.51,0.0,-60.0,45.0,4.5
14.500,42.668906,21.197008,678.51,53.51,0.0,-60.0,45.0,4.5
14.533,42.668907,21.197009,678.51,53.51,0.0,-60.0,45.0,4.5
14.567,42.668908,21.197010,678.52,53.52,0.0,-60.0,45.0,4.5
14.600,42.668909,21.197011,678.52,53.52,0.0,-60.0,45.0,4.5
14.633,42.668910,21.197012,678.52,53.52,0.0,-60.0,45.0,4.5
14.667,42.668911,21.197013,678.52,53.52,0.0,-60.0,45.0,4.5
14.700,42.668912,21.197015,678.53,53.53,0.0,-60.0,45.0,4.5
14.733,42.668913,21.197016,678.53,53.53,0.0,-60.0,45.0,4.5
14.767,42.668913,21.197017,678.53,53.53,0.0,-60.0,45.0,4.5
14.800,42.668914,21.197018,678.54,53.54,0.0,-60.0,45.0,4.5
14.833,42.668915,21.197019,678.54,53.54,0.0,-60.0,45.0,4.5
14.867,42.668916,21.197020,678.54,53.54,0.0,-60.0,45.0,4.5
14.900,42.668917,21.197022,678.55,53.55,0.0,-60.0,45.0,4.5
14.933,42.668918,21.197023,678.55,53.55,0.0,-60.0,45.0,4.5
14.967,42.668919,21.197024,678.56,53.56,0.0,-60.0,45.0,4.5
15.000,42.668920,21.197025,678.56,53.56,0.0,-60.0,45.0,4.5
15.033,42.668921,21.197026,678.57,53.57,0.0,-60.0,45.0,4.5
15.067,42.668922,21.197027,678.57,53.57,0.0,-60.0,45.0,4.5
15.100,42.668923,21.197029,678.58,53.58,0.0,-60.0,45.0,4.5
15.133,42.668924,21.197030,678.58,53.58,0.0,-60.0,45.0,4.5
15.167,42.668925,21.197031,678.59,53.59,0.0,-60.0,45.0,4.5
15.200,42.668926,21.197032,678.59,53.59,0.0,-60.0,45.0,4.5
15.233,42.668927,21.197033,678.60,53.60,0.0,-60.0,45.0,4.5
15.267,42.668927,21.197034,678.61,53.61,0.0,-60.0,45.0,4.5
15.300,42.668928,21.197036,678.61,53.61,0.0,-60.0,45.0,4.5
15.333,42.668929,21.197037,678.62,53.62,0.0,-60.0,45.0,4.5
15.367,42.668930,21.197038,678.62,53.62,0.0,-60.0,45.0,4.5
15.400,42.668931,21.197039,678.63,53.63,0.0,-60.0,45.0,4.5
15.433,42.668932,21.197040,678.64,53.64,0.0,-60.0,45.0,4.5
15.467,42.668933,21.197041,678.64,53.64,0.0,-60.0,45.0,4.5
15.500,42.668934,21.197043,678.65,53.65,0.0,-60.0,45.0,4.5
15.533,42.668935,21.197044,678.66,53.66,0.0,-60.0,45.0,4.5
15.567,42.668936,21.197045,678.67,53.67,0.0,-60.0,45.0,4.5
15.600,42.668937,21.197046,678.67,53.67,0.0,-60.0,45.0,4.5
15.633,42.668938,21.197047,678.68,53.68,0.0,-60.0,45.0,4.5
15.667,42.668939,21.197048,678.69,53.69,0.0,-60.0,45.0,4.5
15.700,42.668940,21.197050,678.70,53.70,0.0,-60.0,45.0,4.5
15.733,42.668941,21.197051,678.71,53.71,0.0,-60.0,45.0,4.5
15.767,42.668941,21.197052,678.72,53.72,0.0,-60.0,45.0,4.5
15.800,42.668942,21.197053,678.72,53.72,0.0,-60.0,45.0,4.5
15.833,42.668943,21.197054,678.73,53.73,0.0,-60.0,45.0,4.5
15.867,42.668944,21.197055,678.74,53.74,0.0,-60.0,45.0,4.5
15.900,42.668945,21.197056,678.75,53.75,0.0,-60.0,45.0,4.5
15.933,42.668946,21.197058,678.76,53.76,0.0,-60.0,45.0,4.5
15.967,42.668947,21.197059,678.77,53.77,0.0,-60.0,45.0,4.5
16.000,42.668948,21.197060,678.78,53.78,0.0,-60.0,45.0,4.5
16.033,42.668949,21.197061,678.79,53.79,0.0,-60.0,45.0,4.5
16.067,42.668950,21.197062,678.80,53.80,0.0,-60.0,45.0,4.5
16.100,42.668951,21.197063,678.81,53.81,0.0,-60.0,45.0,4.5
16.133,42.668952,21.197065,678.82,53.82,0.0,-60.0,45.0,4.5
16.167,42.668953,21.197066,678.83,53.83,0.0,-60.0,45.0,4.5
16.200,42.668954,21.197067,678.84,53.84,0.0,-60.0,45.0,4.5
16.233,42.668955,21.197068,678.85,53.85,0.0,-60.0,45.0,4.5
16.267,42.668955,21.197069,678.86,53.86,0.0,-60.0,45.0,4.5
16.300,42.668956,21.197070,678.87,53.87,0.0,-60.0,45.0,4.5
16.333,42.668957,21.197072,678.88,53.88,0.0,-60.0,45.0,4.5
16.367,42.668958,21.197073,678.90,53.90,0.0,-60.0,45.0,4.5
16.400,42.668959,21.197074,678.91,53.91,0.0,-60.0,45.0,4.5
16.433,42.668960,21.197075,678.92,53.92,0.0,-60.0,45.0,4.5
16.467,42.668961,21.197076,678.93,53.93,0.0,-60.0,45.0,4.5
16.500,42.668962,21.197077,678.94,53.94,0.0,-60.0,45.0,4.5
16.533,42.668963,21.197079,678.95,53.95,0.0,-60.0,45.0,4.5
16.567,42.668964,21.197080,678.97,53.97,0.0,-60.0,45.0,4.5
16.600,42.668965,21.197081,678.98,53.98,0.0,-60.0,45.0,4.5
16.633,42.668966,21.197082,678.99,53.99,0.0,-60.0,45.0,4.5
16.667,42.668967,21.197083,679.00,54.00,0.0,-60.0,45.0,4.5
16.700,42.668968,21.197084,679.01,54.01,0.0,-60.0,45.0,4.5
16.733,42.668969,21.197086,679.03,54.03,0.0,-60.0,45.0,4.5
16.767,42.668969,21.197087,679.04,54.04,0.0,-60.0,45.0,4.5
16.800,42.668970,21.197088,679.05,54.05,0.0,-60.0,45.0,4.5
16.833,42.668971,21.197089,679.07,54.07,0.0,-60.0,45.0,4.5
16.867,42.668972,21.197090,679.08,54.08,0.0,-60.0,45.0,4.5
16.900,42.668973,21.197091,679.09,54.09,0.0,-60.0,45.0,4.5
16.933,42.668974,21.197093,679.11,54.11,0.0,-60.0,45.0,4.5
16.967,42.668975,21.197094,679.12,54.12,0.0,-60.0,45.0,4.5
17.000,42.668976,21.197095,679.13,54.13,0.0,-60.0,45.0,4.5
17.033,42.668977,21.197096,679.15,54.15,0.0,-60.0,45.0,4.5
17.067,42.668978,21.197097,679.16,54.16,0.0,-60.0,45.0,4.5
17.100,42.668979,21.197098,679.17,54.17,0.0,-60.0,45.0,4.5
17.133,42.668980,21.197100,679.19,54.19,0.0,-60.0,45.0,4.5
17.167,42.668981,21.197101,679.20,54.20,0.0,-60.0,45.0,4.5
17.200,42.668982,21.197102,679.22,54.22,0.0,-60.0,45.0,4.5
17.233,42.668983,21.197103,679.23,54.23,0.0,-60.0,45.0,4.5
17.267,42.668983,21.197104,679.24,54.24,0.0,-60.0,45.0,4.5
17.300,42.668984,21.197105,679.26,54.26,0.0,-60.0,45.0,4.5
17.333,42.668985,21.197107,679.27,54.27,0.0,-60.0,45.0,4.5
17.367,42.668986,21.197108,679.29,54.29,0.0,-60.0,45.0,4.5
17.400,42.668987,21.197109,679.30,54.30,0.0,-60.0,45.0,4.5
17.433,42.668988,21.197110,679.32,54.32,0.0,-60.0,45.0,4.5
17.467,42.668989,21.197111,679.33,54.33,0.0,-60.0,45.0,4.5
17.500,42.668990,21.197112,679.35,54.35,0.0,-60.0,45.0,4.5
17.533,42.668991,21.197114,679.36,54.36,0.0,-60.0,45.0,4.5
17.567,42.668992,21.197115,679.38,54.38,0.0,-60.0,45.0,4.5
17.600,42.668993,21.197116,679.39,54.39,0.0,-60.0,45.0,4.5
17.633,42.668994,21.197117,679.41,54.41,0.0,-60.0,45.0,4.5
17.667,42.668995,21.197118,679.42,54.42,0.0,-60.0,45.0,4.5
17.700,42.668996,21.197119,679.44,54.44,0.0,-60.0,45.0,4.5
17.733,42.668997,21.197121,679.45,54.45,0.0,-60.0,45.0,4.5
17.767,42.668997,21.197122,679.47,54.47,0.0,-60.0,45.0,4.5
17.800,42.668998,21.197123,679.49,54.49,0.0,-60.0,45.0,4.5
17.833,42.668999,21.197124,679.50,54.50,0.0,-60.0,45.0,4.5
17.867,42.669000,21.197125,679.52,54.52,0.0,-60.0,45.0,4.5
17.900,42.669001,21.197126,679.53,54.53,0.0,-60.0,45.0,4.5
17.933,42.669002,21.197128,679.55,54.55,0.0,-60.0,45.0,4.5
17.967,42.669003,21.197129,679.56,54.56,0.0,-60.0,45.0,4.5
18.000,42.669004,21.197130,679.58,54.58,0.0,-60.0,45.0,4.5
18.033,42.669005,21.197131,679.60,54.60,0.0,-60.0,45.0,4.5
18.067,42.669006,21.197132,679.61,54.61,0.0,-60.0,45.0,4.5
18.100,42.669007,21.197133,679.63,54.63,0.0,-60.0,45.0,4.5
18.133,42.669008,21.197135,679.65,54.65,0.0,-60.0,45.0,4.5
18.167,42.669009,21.197136,679.66,54.66,0.0,-60.0,45.0,4.5
18.200,42.669010,21.197137,679.68,54.68,0.0,-60.0,45.0,4.5
18.233,42.669011,21.197138,679.69,54.69,0.0,-60.0,45.0,4.5
18.267,42.669011,21.197139,679.71,54.71,0.0,-60.0,45.0,4.5
18.300,42.669012,21.197140,679.73,54.73,0.0,-60.0,45.0,4.5
18.333,42.669013,21.197142,679.74,54.74,0.0,-60.0,45.0,4.5
18.367,42.669014,21.197143,679.76,54.76,0.0,-60.0,45.0,4.5
18.400,42.669015,21.197144,679.78,54.78,0.0,-60.0,45.0,4.5
18.433,42.669016,21.197145,679.79,54.79,0.0,-60.0,45.0,4.5
18.467,42.669017,21.197146,679.81,54.81,0.0,-60.0,45.0,4.5
18.500,42.669018,21.197147,679.83,54.83,0.0,-60.0,45.0,4.5
18.533,42.669019,21.197149,679.84,54.84,0.0,-60.0,45.0,4.5
18.567,42.669020,21.197150,679.86,54.86,0.0,-60.0,45.0,4.5
18.600,42.669021,21.197151,679.88,54.88,0.0,-60.0,45.0,4.5
18.633,42.669022,21.197152,679.89,54.89,0.0,-60.0,45.0,4.5
18.667,42.669023,21.197153,679.91,54.91,0.0,-60.0,45.0,4.5
18.700,42.669024,21.197154,679.93,54.93,0.0,-60.0,45.0,4.5
18.733,42.669025,21.197156,679.94,54.94,0.0,-60.0,45.0,4.5
18.767,42.669025,21.197157,679.96,54.96,0.0,-60.0,45.0,4.5
18.800,42.669026,21.197158,679.98,54.98,0.0,-60.0,45.0,4.5
18.833,42.669027,21.197159,679.99,54.99,0.0,-60.0,45.0,4.5
18.867,42.669028,21.197160,680.01,55.01,0.0,-60.0,45.0,4.5
18.900,42.669029,21.197161,680.03,55.03,0.0,-60.0,45.0,4.5
18.933,42.669030,21.197163,680.04,55.04,0.0,-60.0,45.0,4.5
18.967,42.669031,21.197164,680.06,55.06,0.0,-60.0,45.0,4.5
19.000,42.669032,21.197165,680.08,55.08,0.0,-60.0,45.0,4.5
19.033,42.669033,21.197166,680.09,55.09,0.0,-60.0,45.0,4.5
19.067,42.669034,21.197167,680.11,55.11,0.0,-60.0,45.0,4.5
19.100,42.669035,21.197169,680.13,55.13,0.0,-60.0,45.0,4.5
19.133,42.669036,21.197170,680.14,55.14,0.0,-60.0,45.0,4.5
19.167,42.669037,21.197171,680.16,55.16,0.0,-60.0,45.0,4.5
19.200,42.669038,21.197172,680.17,55.17,0.0,-60.0,45.0,4.5
19.233,42.669039,21.197173,680.19,55.19,0.0,-60.0,45.0,4.5
19.267,42.669039,21.197174,680.21,55.21,0.0,-60.0,45.0,4.5
19.300,42.669040,21.197176,680.22,55.22,0.0,-60.0,45.0,4.5
19.333,42.669041,21.197177,680.24,55.24,0.0,-60.0,45.0,4.5
19.367,42.669042,21.197178,680.26,55.26,0.0,-60.0,45.0,4.5
19.400,42.669043,21.197179,680.27,55.27,0.0,-60.0,45.0,4.5
19.433,42.669044,21.197180,680.29,55.29,0.0,-60.0,45.0,4.5
19.467,42.669045,21.197181,680.31,55.31,0.0,-60.0,45.0,4.5
19.500,42.669046,21.197183,680.32,55.32,0.0,-60.0,45.0,4.5
19.533,42.669047,21.197184,680.34,55.34,0.0,-60.0,45.0,4.5
19.567,42.669048,21.197185,680.36,55.36,0.0,-60.0,45.0,4.5
19.600,42.669049,21.197186,680.37,55.37,0.0,-60.0,45.0,4.5
19.633,42.669050,21.197187,680.39,55.39,0.0,-60.0,45.0,4.5
19.667,42.669051,21.197188,680.40,55.40,0.0,-60.0,45.0,4.5
19.700,42.669052,21.197190,680.42,55.42,0.0,-60.0,45.0,4.5
19.733,42.669053,21.197191,680.44,55.44,0.0,-60.0,45.0,4.5
19.767,42.669053,21.197192,680.45,55.45,0.0,-60.0,45.0,4.5
19.800,42.669054,21.197193,680.47,55.47,0.0,-60.0,45.0,4.5
19.833,42.669055,21.197194,680.48,55.48,0.0,-60.0,45.0,4.5
19.867,42.669056,21.197195,680.50,55.50,0.0,-60.0,45.0,4.5
19.900,42.669057,21.197197,680.51,55.51,0.0,-60.0,45.0,4.5
19.933,42.669058,21.197198,680.53,55.53,0.0,-60.0,45.0,4.5
19.967,42.669059,21.197199,680.55,55.55,0.0,-60.0,45.0,4.5
